Date,icln_Open,icln_High,icln_Low,icln_Close,icln_Adj_Close,icln_Volume,icln_pctChange,xlu_Open,xlu_High,xlu_Low,xlu_Close,xlu_Adj_Close,xlu_Volume,xlu_pctChange,vpu_Open,vpu_High,vpu_Low,vpu_Close,vpu_Adj_Close,vpu_Volume,vpu_pctChange,ryu_Open,ryu_High,ryu_Low,ryu_Close,ryu_Adj_Close,ryu_Volume,ryu_pctChange,futy_Open,futy_High,futy_Low,futy_Close,futy_Adj_Close,futy_Volume,futy_pctChange
2013-10-24,10.989999771118164,11.180000305175781,10.850000381469727,10.899999618530273,9.143383026123047,41600,-0.004566157895682155,39.0099983215332,39.0099983215332,38.59000015258789,38.790000915527344,29.805034637451172,7866600,-0.0020580958165675733,85.12999725341797,85.12999725341797,84.41000366210938,84.80000305175781,66.49307250976562,52700,-0.0015308047826364524,65.0,65.0,64.33000183105469,64.55000305175781,50.85929870605469,7100,-0.0015463814456992964,25.25,25.290000915527344,25.170000076293945,25.239999771118164,19.790555953979492,15500,
2013-10-25,10.84000015258789,10.84000015258789,10.670000076293945,10.729999542236328,9.000779151916504,17200,-0.015596401659989212,38.7599983215332,39.22999954223633,38.599998474121094,39.20000076293945,30.12006378173828,6550100,0.010569662076193698,84.88999938964844,85.77999877929688,84.44999694824219,85.77999877929688,67.26152038574219,363200,0.011556811062741978,64.93000030517578,65.30999755859375,64.93000030517578,65.30999755859375,51.458099365234375,5400,0.011773671175461908,25.239999771118164,25.510000228881836,25.200000762939453,25.5,19.99441909790039,14900,0.010301031683746409
2013-10-28,10.75,10.75,10.539999961853027,10.619999885559082,8.9085054397583,57200,-0.010251747165527902,39.18000030517578,39.349998474121094,38.97999954223633,39.119998931884766,30.0585994720459,9821200,-0.002040643410909704,85.73999786376953,86.0,85.29000091552734,85.52999877929688,67.06549072265625,259400,-0.0029144399645103514,65.25,65.37999725341797,65.05999755859375,65.23999786376953,51.40293884277344,2900,-0.0010719502496472355,25.530000686645508,25.600000381469727,25.40999984741211,25.479999542236328,19.978731155395508,39500,-0.0007846160685173187
2013-10-29,10.579999923706055,10.699999809265137,10.579999923706055,10.699999809265137,8.975614547729492,22900,0.007533150024434665,39.11000061035156,39.27000045776367,39.02000045776367,39.16999816894531,30.097013473510742,7922000,0.001277970435733966,85.66000366210938,85.87000274658203,85.38999938964844,85.66000366210938,67.16741180419922,61600,0.0015197246817213461,65.2699966430664,65.38999938964844,65.13999938964844,65.37000274658203,51.50537872314453,5700,0.001992879836781869,25.709999084472656,25.709999084472656,25.440000534057617,25.530000686645508,20.017940521240234,15600,0.001962555356481488
2013-10-30,10.649999618530273,10.680000305175781,10.600000381469727,10.619999885559082,8.9085054397583,17100,-0.007476825972675849,39.2400016784668,39.45000076293945,38.880001068115234,38.91999816894531,29.904930114746094,12317800,-0.006382140172602413,85.70999908447266,86.25,85.11000061035156,85.16999816894531,66.78318786621094,68800,-0.005720392191206347,65.16999816894531,65.22000122070312,64.94000244140625,64.94000244140625,51.16658401489258,2800,-0.006577851025483472,25.59000015258789,25.690000534057617,25.360000610351562,25.389999389648438,19.90816879272461,163500,-0.005483667433178296
2013-10-31,10.5600004196167,10.640000343322754,10.5,10.59000015258789,8.883340835571289,32600,-0.0028247840625098553,38.779998779296875,39.040000915527344,38.33000183105469,38.779998779296875,29.797351837158203,16903000,-0.003597342551047933,85.18000030517578,85.4000015258789,83.9000015258789,84.87999725341797,66.5557861328125,171200,-0.0034050745504092816,64.18000030517578,64.6500015258789,64.18000030517578,64.6500015258789,50.93806838989258,1100,-0.004466110634500975,25.489999771118164,25.489999771118164,25.100000381469727,25.290000915527344,19.829755783081055,12400,-0.003938735423632211
2013-11-01,10.579999923706055,10.65999984741211,10.5600004196167,10.619999885559082,8.9085054397583,18700,0.002832786071456983,38.81999969482422,39.18000030517578,38.79999923706055,39.060001373291016,30.012502670288086,12356900,0.007220468258578139,84.75,85.62000274658203,84.75,85.33000183105469,66.9086685180664,50400,0.005302054197808159,64.94999694824219,64.94999694824219,64.94999694824219,64.94999694824219,51.17445755004883,200,0.004640717004556816,25.469999313354492,25.479999542236328,25.329999923706055,25.440000534057617,19.947372436523438,27700,0.005931321329874173
2013-11-04,10.640000343322754,10.850000381469727,10.640000343322754,10.850000381469727,9.1014404296875,29000,0.021657391493318023,39.189998626708984,39.220001220703125,38.79999923706055,39.13999938964844,30.073965072631836,6215400,0.002047893273645407,85.47000122070312,85.66000366210938,84.83999633789062,85.55999755859375,67.08899688720703,42700,0.0026951420964524964,65.0199966430664,65.16999816894531,64.93000030517578,65.11000061035156,51.30052185058594,1300,0.002463422312074748,25.670000076293945,25.670000076293945,25.290000915527344,25.510000228881836,20.00225830078125,17900,0.0027515335381875783
2013-11-05,10.850000381469727,10.869999885559082,10.770000457763672,10.800000190734863,9.059496879577637,22500,-0.004608451863624796,39.09000015258789,39.400001525878906,38.86000061035156,38.86000061035156,29.85882568359375,10733200,-0.007153675563514872,85.56999969482422,86.11000061035156,85.05000305175781,85.05000305175781,66.6890869140625,64900,-0.005960887652216362,64.91000366210938,65.19999694824219,64.7699966430664,64.7699966430664,51.03262710571289,8100,-0.005222066661491276,25.520000457763672,25.6299991607666,25.34000015258789,25.34000015258789,19.86896514892578,22900,-0.006663905137664461
2013-11-06,10.920000076293945,10.989999771118164,10.880000114440918,10.880000114440918,9.126606941223145,7600,0.007407702937322069,38.900001525878906,39.40999984741211,38.900001525878906,39.38999938964844,30.26604652404785,10117700,0.013638206832690347,85.25,86.04000091552734,85.25,86.04000091552734,67.46539306640625,68700,0.011640677482121164,65.33000183105469,65.38999938964844,65.30000305175781,65.38999938964844,51.52113723754883,1500,0.009572506052333951,25.489999771118164,25.649999618530273,25.489999771118164,25.649999618530273,20.112030029296875,13100,0.012233394067040049
2013-11-07,10.819999694824219,10.84000015258789,10.430000305175781,10.5,8.807844161987305,30800,-0.03492675660173872,39.43000030517578,39.61000061035156,38.95000076293945,39.02000045776367,29.981754302978516,12396700,-0.009393107251171817,86.2699966430664,86.5,85.08000183105469,85.22000122070312,66.82241821289062,88700,-0.009530439597124185,65.61000061035156,65.61000061035156,64.80999755859375,64.80999755859375,51.064144134521484,3000,-0.008870011951022772,25.780000686645508,25.780000686645508,25.360000610351562,25.3799991607666,19.900327682495117,10800,-0.01052615506706056
2013-11-08,10.529999732971191,10.640000343322754,10.5,10.640000343322754,8.925283432006836,46100,0.01333348636280074,38.7400016784668,38.959999084472656,38.2599983215332,38.95000076293945,29.927974700927734,19988600,-0.001793744338884129,84.81999969482422,85.18000030517578,83.6500015258789,85.18000030517578,66.79104614257812,73300,-0.0004694842113098785,64.29000091552734,64.31999969482422,63.56999969482422,64.31999969482422,50.678077697753906,1900,-0.007560421178323118,25.31999969482422,25.350000381469727,24.940000534057617,25.350000381469727,19.87680435180664,63700,-0.0011820574547206641
2013-11-11,10.59000015258789,10.65999984741211,10.569999694824219,10.65999984741211,8.942060470581055,18700,0.0018797205379557091,38.95000076293945,39.15999984741211,38.7400016784668,38.939998626708984,29.9202938079834,7459700,-0.0002566459314768954,85.01000213623047,85.5999984741211,84.75,85.16000366210938,66.7753677368164,48500,-0.0002347381373283275,64.33999633789062,64.76000213623047,64.33999633789062,64.52999877929688,50.84352493286133,1200,0.0032646706943810777,25.489999771118164,25.489999771118164,25.260000228881836,25.389999389648438,19.90816879272461,14000,0.0015779418241905763
2013-11-12,10.6899995803833,10.6899995803833,10.510000228881836,10.539999961853027,8.841399192810059,30100,-0.011257056257018894,38.84000015258789,38.939998626708984,38.41999816894531,38.61000061035156,29.666738510131836,11242200,-0.008474358556730066,85.02999877929688,85.20999908447266,84.06999969482422,84.44000244140625,66.2107925415039,43900,-0.008454842173803878,64.05999755859375,64.05999755859375,63.95000076293945,63.95000076293945,50.38655471801758,1300,-0.00898777603337253,25.450000762939453,25.450000762939453,25.079999923706055,25.170000076293945,19.735671997070312,112700,-0.00866462392650269
2013-11-13,10.5600004196167,10.680000305175781,10.5600004196167,10.680000305175781,8.95883560180664,21400,0.013282559291303508,38.369998931884766,38.79999923706055,38.18000030517578,38.79999923706055,29.812719345092773,9596500,0.004920690385668225,84.0199966430664,84.83000183105469,83.52999877929688,84.77999877929688,66.4773941040039,38600,0.004026557488084448,63.83000183105469,64.18000030517578,63.630001068115234,64.08999633789062,50.49685287475586,2700,0.0021890394641099764,25.06999969482422,25.18000030517578,24.899999618530273,25.18000030517578,19.743507385253906,8600,0.0003970165386188995
2013-11-14,10.699999809265137,10.84000015258789,10.699999809265137,10.829999923706055,9.084661483764648,28800,0.014044892388987984,38.91999816894531,39.279998779296875,38.83000183105469,39.13999938964844,30.073965072631836,18829300,0.00876289494141913,85.05000305175781,85.76000213623047,84.91999816894531,85.41999816894531,66.97920989990234,39800,0.007548668275313863,64.81999969482422,64.91999816894531,64.81999969482422,64.86000061035156,51.10354232788086,2200,0.012014401266347008,25.3799991607666,25.520000457763672,25.309999465942383,25.450000762939453,19.955215454101562,14900,0.010722920943913916
2013-11-15,10.850000381469727,10.899999618530273,10.850000381469727,10.890000343322754,9.134993553161621,22400,0.005540335155792109,39.04999923706055,39.369998931884766,39.0,39.369998931884766,30.250688552856445,7791700,0.0058762946554538065,85.4000015258789,85.87000274658203,85.11000061035156,85.87000274658203,67.33207702636719,86400,0.005268308285394596,64.83999633789062,65.16000366210938,64.80999755859375,65.11000061035156,51.30052185058594,4800,0.0038545179792284223,25.520000457763672,25.59000015258789,25.3799991607666,25.59000015258789,20.06498908996582,26300,0.005500999782074301
2013-11-18,11.079999923706055,11.079999923706055,10.869999885559082,10.890000343322754,9.134993553161621,73900,0.0,39.439998626708984,39.470001220703125,39.16999816894531,39.31999969482422,30.212268829345703,12206300,-0.0012700445956332906,85.9000015258789,85.91999816894531,85.4800033569336,85.80999755859375,67.2850341796875,52300,-0.0006986691745936024,65.3499984741211,65.3499984741211,65.06999969482422,65.18000030517578,51.35566329956055,5200,0.0010748711121342236,25.760000228881836,25.760000228881836,25.479999542236328,25.549999237060547,20.033618927001953,22100,-0.0015634278604993446
2013-11-19,10.850000381469727,10.850000381469727,10.65999984741211,10.65999984741211,8.942060470581055,34500,-0.021120220989514826,39.150001525878906,39.290000915527344,38.95000076293945,39.029998779296875,29.98944854736328,10079600,-0.007375158854868724,85.72000122070312,85.73999786376953,85.0199966430664,85.13999938964844,66.75967407226562,44000,-0.007807978606637511,64.91999816894531,64.93000030517578,64.76000213623047,64.83999633789062,51.087791442871094,1700,-0.005216013959880916,25.6299991607666,25.6299991607666,25.350000381469727,25.389999389648438,19.90816879272461,4900,-0.00626198066033179
2013-11-20,10.710000038146973,10.720000267028809,10.550000190734863,10.5600004196167,8.858177185058594,27900,-0.009380755788716999,38.9900016784668,39.209999084472656,38.560001373291016,38.599998474121094,29.65904426574707,15244000,-0.011017351022456934,85.33999633789062,85.54000091552734,84.20999908447266,84.30000305175781,66.10101318359375,60600,-0.009866148956312881,64.58000183105469,64.58000183105469,64.38999938964844,64.38999938964844,50.733219146728516,700,-0.006940450665969378,25.459999084472656,25.459999084472656,25.1200008392334,25.1200008392334,19.696462631225586,13400,-0.010634135349324114
2013-11-21,10.550000190734863,10.670000076293945,10.550000190734863,10.670000076293945,8.950448036193848,8000,0.010416460317692833,38.630001068115234,38.90999984741211,38.5,38.689998626708984,29.728195190429688,7968100,0.002331529096589291,84.45999908447266,84.94000244140625,84.20999908447266,84.55000305175781,66.29704284667969,64500,0.002965607539803905,64.13999938964844,64.44000244140625,64.13999938964844,64.19999694824219,50.58352279663086,1200,-0.0029506574314692724,25.1200008392334,25.280000686645508,25.100000381469727,25.25,19.79839324951172,5700,0.0051750723058534565
2013-11-22,10.59000015258789,10.640000343322754,10.569999694824219,10.640000343322754,8.925283432006836,14900,-0.002811546872877324,38.63999938964844,38.779998779296875,38.47999954223633,38.65999984741211,29.70514678955078,6864900,-0.0007753044115617058,84.51000213623047,84.75,84.12000274658203,84.55000305175781,66.29704284667969,41300,0.0,64.16000366210938,64.2699966430664,64.1500015258789,64.25,50.622920989990234,2600,0.0007788740518879234,25.219999313354492,25.239999771118164,25.100000381469727,25.190000534057617,19.751346588134766,12900,-0.0023762868422725347
2013-11-25,10.65999984741211,10.65999984741211,10.510000228881836,10.510000228881836,8.816232681274414,16200,-0.012218183496711887,38.689998626708984,38.779998779296875,38.5,38.5099983215332,29.58989143371582,6967400,-0.0038799793399945104,84.52999877929688,84.7699966430664,84.16999816894531,84.2300033569336,66.046142578125,51900,-0.0037844865740833677,64.95999908447266,64.95999908447266,63.869998931884766,63.869998931884766,50.323516845703125,4200,-0.005914398822349898,25.329999923706055,25.329999923706055,25.079999923706055,25.079999923706055,19.66510009765625,19400,-0.00436661318729159
